,Annual Income,Kids at Home,Teens at Home,Days as Customer,Customer Recency,Wine,Fruit,Meat,Fish,Sweets,Gold,Deals Purchased,Web Purchases,Catalog Purchases,Store Purchases,Monthly Web Visits,Cluster
703,90247.0,0,0,2672,27,1184,32,352,21,16,16,1,3,4,7,1,2
704,41335.0,1,0,2796,24,112,19,21,16,14,5,3,4,1,4,7,1
705,71952.0,1,0,3146,93,656,80,455,52,107,93,2,8,4,8,4,2
706,35682.0,1,0,2613,34,23,0,8,6,2,18,1,1,1,3,2,1
707,43185.0,0,1,3056,88,537,6,42,16,6,30,2,9,3,6,8,0
708,66375.0,0,1,2831,96,712,0,45,0,0,191,3,2,4,5,7,0
709,35178.0,1,0,3146,10,23,1,13,2,2,18,1,1,1,2,7,1
710,25252.0,1,0,2963,26,1,3,4,2,2,6,1,1,0,2,8,1
711,55250.0,0,1,3227,49,664,58,83,32,0,66,4,7,5,10,5,0
712,33249.0,1,0,3105,11,6,10,21,19,14,42,2,2,1,3,6,1
713,58398.0,0,0,3022,44,299,5,201,21,21,49,3,5,4,8,4,0
714,50272.0,1,0,2937,75,99,13,66,43,8,4,3,4,1,5,7,1
715,76618.0,0,0,3180,64,749,40,294,121,160,147,1,3,2,5,1,2
716,87305.0,0,0,3255,19,345,25,501,63,138,80,1,5,3,8,2,2
717,25851.0,1,0,3114,45,9,4,18,7,5,5,2,2,0,3,7,1
718,58710.0,0,1,3066,77,440,81,368,0,122,174,6,11,5,9,6,0
719,45160.0,1,1,2703,9,8,2,5,3,0,3,1,1,0,2,7,1
720,74806.0,0,1,3168,1,670,9,249,0,28,9,2,5,4,5,4,0
721,59111.0,0,0,3034,90,524,0,134,28,28,155,1,11,1,8,7,0
722,18988.0,1,0,2648,43,6,0,6,2,1,1,2,1,0,3,7,1
723,72190.0,0,0,3112,79,597,166,597,172,166,249,1,5,6,4,3,2
724,7500.0,1,0,3308,19,7,0,12,13,7,32,5,4,1,2,9,1
725,44794.0,0,1,2632,99,54,0,7,0,0,4,1,2,0,3,6,1
726,80395.0,0,0,2829,62,445,25,706,80,76,48,1,6,5,12,2,2
727,75012.0,0,0,2766,41,294,142,218,164,58,151,1,3,8,11,1,2
728,56962.0,2,1,2872,60,292,3,77,10,3,26,7,6,3,5,7,0
729,89891.0,0,0,3051,17,412,22,132,59,28,183,1,11,6,8,4,2
730,35946.0,1,1,2886,24,8,0,3,0,0,0,1,0,0,3,5,1
731,53593.0,1,1,3302,60,349,4,78,6,0,43,8,7,2,6,8,0
732,66373.0,1,1,2993,57,328,9,124,12,24,109,7,4,2,10,3,0
733,45072.0,1,2,2867,74,144,2,99,7,2,30,5,6,1,4,8,0
734,89694.0,1,1,2874,22,1126,28,211,37,28,42,3,4,3,4,5,0
735,72025.0,0,0,2672,46,967,0,617,43,50,0,1,4,8,13,2,2
736,67432.0,0,1,3068,69,432,79,341,177,136,170,2,8,5,4,4,2
737,70545.0,0,1,2637,29,138,39,63,55,18,21,1,4,1,7,2,0
738,17487.0,1,0,3079,37,0,0,1,7,4,6,1,1,0,2,7,1
739,62882.0,0,1,3300,26,509,133,497,78,24,97,2,7,5,6,4,2
740,64108.0,0,1,3074,8,948,10,86,13,21,21,4,6,9,11,5,0
741,34941.0,1,1,3091,26,39,2,25,4,3,24,2,3,0,3,8,1
742,48767.0,1,2,2790,79,28,1,21,3,0,10,3,2,1,3,5,1
743,38702.0,1,0,2943,71,13,11,24,13,8,40,2,3,0,4,6,1
744,82224.0,0,0,2766,83,307,26,360,138,31,40,1,6,9,5,3,2
745,83844.0,0,0,3024,57,901,31,345,75,31,191,1,4,4,11,1,2
746,17003.0,1,0,2813,37,2,5,12,4,8,7,3,2,0,4,5,1
747,71163.0,0,0,2723,30,283,17,372,138,106,44,1,3,8,12,1,2
748,33697.0,1,0,2898,34,4,3,7,0,3,11,1,1,0,2,7,1
749,63564.0,0,0,2762,0,769,80,252,15,34,65,1,10,10,7,6,2
750,83443.0,0,0,2791,89,518,42,742,55,56,84,1,6,10,5,2,2
751,51518.0,0,1,2880,92,350,8,66,17,4,4,2,3,2,10,3,0
752,58330.0,0,1,2797,87,445,53,213,104,98,151,1,6,4,13,4,2
753,80952.0,0,0,3097,20,778,178,689,41,27,44,1,8,5,11,8,2
754,75507.0,0,0,2669,56,709,93,374,104,80,80,1,8,6,6,3,2
755,63855.0,0,0,3116,28,359,35,314,93,116,89,1,7,3,13,4,2
756,62220.0,0,1,3298,55,799,12,375,16,12,12,5,7,6,5,6,0
757,58512.0,0,1,2894,25,895,10,101,13,0,152,5,3,4,8,8,0
758,40662.0,1,0,3082,0,40,2,23,0,4,23,2,2,1,3,4,1
759,38829.0,0,1,2695,86,76,0,7,0,0,16,1,3,2,2,5,1
760,35523.0,1,0,2880,8,11,5,22,12,5,11,2,3,0,3,7,1
761,79146.0,1,1,2677,33,245,16,223,21,43,16,2,8,1,8,6,0
762,78285.0,0,0,2855,13,647,107,391,175,67,40,1,6,4,10,3,2
763,31626.0,1,0,3026,12,39,1,9,2,1,34,1,2,1,2,7,1
764,75127.0,0,0,2649,92,203,35,305,46,17,227,1,2,11,5,1,2
765,48726.0,0,1,3039,90,138,3,38,4,0,59,3,3,2,4,6,0
766,74985.0,0,0,3267,8,587,51,898,247,0,86,1,3,6,7,2,2
767,67430.0,0,0,3273,6,595,97,291,127,133,121,1,11,5,12,6,2
768,46891.0,0,1,2912,91,43,12,23,29,15,61,1,2,1,4,4,1
769,62058.0,0,1,3010,52,301,7,74,10,0,58,4,6,1,7,6,0
770,72063.0,0,1,2972,3,180,32,348,76,32,90,2,5,2,12,2,0
771,78939.0,0,0,2810,57,794,115,243,150,0,205,1,8,5,6,3,2
772,42720.0,1,1,3042,9,392,5,91,28,26,112,8,7,3,7,8,0
773,33622.0,1,1,3053,22,39,1,22,3,4,12,3,2,0,4,7,1
774,6835.0,0,1,3179,76,107,2,12,2,2,12,0,0,0,1,20,1
775,41452.0,1,1,3091,86,13,0,3,0,0,0,1,1,0,2,7,1
776,40760.0,0,1,2914,64,70,0,17,0,0,6,2,2,1,3,6,1
777,74250.0,0,0,2765,90,680,11,392,75,0,0,1,2,11,4,1,2
778,51124.0,1,1,2804,79,26,1,11,0,1,4,2,1,0,3,3,1
779,72258.0,0,1,2901,28,522,0,522,227,120,134,2,6,9,5,2,2
780,71466.0,0,0,2696,86,412,12,546,78,182,0,1,4,4,10,1,2
781,36283.0,1,1,2687,42,6,5,5,8,0,5,2,1,0,3,4,1
782,20587.0,1,0,2660,39,2,3,6,4,1,9,1,1,1,2,7,1
783,30467.0,1,0,2713,8,1,3,8,2,5,5,1,1,0,2,7,1
784,31590.0,1,0,2987,40,6,2,15,6,6,3,1,1,0,3,8,1
785,20425.0,1,0,3219,5,4,12,5,3,16,17,2,2,0,3,7,1
786,17144.0,1,1,2745,96,18,2,19,0,2,6,5,3,0,4,7,1
787,42564.0,0,1,3154,28,324,48,186,39,18,198,6,6,8,4,7,0
788,43783.0,1,0,2642,22,327,9,125,25,4,139,6,7,1,8,7,0
789,40780.0,0,1,3270,30,229,27,71,13,3,34,4,7,1,5,9,0
790,62847.0,0,0,3141,45,521,168,706,80,76,61,1,3,6,4,2,2
791,82017.0,0,0,3210,58,184,23,446,30,23,23,1,5,4,7,2,2
792,16813.0,0,0,2956,49,4,8,11,12,2,13,1,2,0,3,7,1
793,51267.0,1,1,2854,37,183,2,64,7,2,12,4,3,3,5,4,1
794,46524.0,0,1,3061,70,31,19,35,26,14,52,2,1,1,5,3,1
795,45183.0,0,0,3136,33,219,3,60,12,9,12,1,4,1,7,7,1
796,70421.0,0,1,2612,98,479,28,136,75,14,35,3,10,3,7,6,0
797,60161.0,0,1,3225,17,584,44,212,46,8,177,3,11,4,8,8,0
798,73926.0,0,0,3095,54,627,91,597,159,91,15,1,6,5,12,3,2
799,19329.0,1,0,2808,39,24,1,16,12,2,5,3,4,0,3,8,1
800,61872.0,0,1,2809,81,330,5,159,36,27,16,4,4,4,9,4,0
801,46984.0,1,1,3071,71,19,1,10,2,1,8,1,1,0,3,5,1
802,34838.0,1,1,3137,62,28,23,29,29,14,47,3,2,1,4,6,1
803,82716.0,0,0,2847,8,606,148,228,15,148,22,1,6,8,13,2,2
804,48192.0,0,0,3060,76,1039,43,204,153,58,29,3,2,8,12,8,2
805,49681.0,0,2,2848,66,411,0,26,0,0,21,6,7,1,7,7,0
806,56850.0,0,1,2709,83,34,1,19,2,7,0,1,1,1,3,2,1
807,55267.0,0,1,2862,28,161,28,136,32,3,45,4,3,4,6,3,0
808,59666.0,1,1,3075,87,623,53,178,23,17,133,7,3,2,8,8,0
809,72504.0,0,1,3060,43,604,26,470,123,161,94,2,5,9,6,2,2
810,26872.0,0,0,2867,0,3,10,8,3,16,32,1,1,1,2,6,1
811,21359.0,1,0,3046,1,12,2,17,6,1,10,2,2,0,3,8,1
812,73170.0,0,0,2640,1,184,174,256,50,30,32,1,5,4,6,2,2
813,52750.0,0,1,3121,72,393,0,239,90,69,69,6,5,7,9,4,0
814,91820.0,0,0,2829,72,410,73,747,76,161,30,0,5,5,12,1,2
815,65968.0,0,1,2659,12,376,9,83,19,4,4,2,5,4,7,3,0
816,30772.0,1,1,2720,89,7,2,4,2,1,4,1,1,0,2,6,1
817,22507.0,0,0,3193,67,68,0,226,51,157,68,3,10,2,4,9,0
818,65685.0,0,1,2703,54,642,14,49,0,7,57,1,9,2,9,5,0
819,25804.0,1,0,2912,34,8,7,9,13,6,12,2,2,0,3,8,1
820,76412.0,0,0,3031,15,840,53,804,23,71,17,1,5,4,8,3,2
821,22063.0,1,0,2936,43,7,10,13,3,11,11,2,2,0,3,7,1
822,57091.0,0,0,2625,0,464,5,64,7,0,37,1,7,3,7,5,0
823,22419.0,0,0,3048,74,30,3,47,19,21,42,1,3,2,2,8,1
824,87771.0,0,1,3014,61,1492,38,287,50,57,33,1,5,10,4,6,2
825,78353.0,0,1,3050,51,752,122,476,39,153,34,1,10,2,11,8,2
826,93404.0,1,2,3029,97,1279,15,287,20,0,15,3,3,4,7,5,0
827,37859.0,1,2,3144,75,22,1,8,2,1,2,2,1,0,3,8,1
828,80995.0,0,1,3025,83,860,28,409,73,56,56,1,8,9,4,4,2
829,16529.0,1,0,2731,23,3,0,5,13,0,1,1,1,0,3,6,1
830,55412.0,1,1,2830,65,10,5,28,11,1,8,1,2,0,3,5,1
831,48789.0,0,0,3268,94,351,16,156,7,5,145,1,6,4,7,6,0
832,56575.0,0,2,3031,42,421,5,90,0,16,10,3,7,3,7,5,0
833,25130.0,1,0,2881,10,2,5,7,0,18,18,2,2,0,3,7,1
834,35441.0,1,1,3111,94,25,1,9,2,1,1,2,1,0,3,8,1
835,71391.0,0,1,3068,50,336,123,274,46,123,141,5,6,5,12,3,2
836,49494.0,1,0,3041,46,191,9,97,0,6,82,2,6,1,5,7,1
837,81702.0,0,0,3255,98,563,50,774,28,31,187,1,7,7,12,3,2
838,45889.0,0,1,2973,42,31,0,6,0,1,8,1,1,0,3,6,1
839,56628.0,0,1,2711,30,479,5,82,7,17,171,2,7,6,5,5,0
840,34026.0,1,1,2939,11,18,6,15,12,8,17,3,2,1,3,5,1
841,40049.0,0,1,3188,61,91,65,52,10,44,28,3,3,2,6,5,0
842,34176.0,1,0,2659,12,5,7,24,19,14,20,4,3,0,4,6,1
843,19419.0,1,0,3207,76,2,14,28,16,3,7,4,4,0,3,9,1
844,82504.0,0,0,2948,2,362,50,431,134,35,54,1,3,6,7,1,2
845,81205.0,0,0,2778,43,724,74,929,97,55,130,1,5,6,7,2,2
846,61618.0,0,0,3249,27,605,91,399,0,45,205,2,3,6,8,3,2
847,55284.0,0,1,3163,60,547,7,140,0,7,63,3,7,5,8,5,0
848,49980.0,0,1,2860,79,104,1,54,13,9,14,2,3,1,5,5,1
849,15072.0,2,0,3026,96,8,2,15,0,10,18,4,3,1,3,5,1
850,49166.0,0,1,2992,17,224,2,25,7,0,110,2,5,3,3,6,0
851,65324.0,0,1,2780,0,384,0,102,21,32,5,3,6,2,9,4,0
852,82347.0,0,0,3211,38,556,54,845,202,133,63,1,7,7,10,3,2
853,30843.0,1,1,2645,43,24,0,2,0,0,9,2,1,1,2,5,1
854,46374.0,0,1,2715,1,408,0,21,0,0,17,3,7,1,7,8,0
855,60474.0,0,1,3065,25,265,199,303,234,9,170,7,10,2,12,7,2
856,38576.0,0,1,2728,2,34,0,7,0,0,0,1,1,0,3,7,1
857,55357.0,2,0,3106,66,374,64,116,84,25,64,3,6,2,11,5,0
858,37758.0,1,1,3244,49,27,2,10,0,0,1,2,1,0,3,8,1
859,85710.0,0,0,3031,5,600,20,350,29,30,33,1,6,9,10,2,2
860,23228.0,1,0,2765,71,13,2,18,6,1,0,2,2,0,3,8,1
861,44602.0,1,1,2745,35,167,2,89,0,0,34,6,6,1,4,8,1
862,7500.0,0,0,3147,94,0,2,3,4,1,5,1,0,0,3,6,1
863,38683.0,1,0,3244,80,46,35,69,84,41,66,6,4,1,6,7,1
864,49514.0,1,0,2805,61,88,39,78,58,13,93,2,6,1,4,7,1
865,57906.0,0,1,2994,29,243,11,119,10,3,15,3,4,2,8,4,0
866,43456.0,0,1,3071,0,275,11,68,25,7,7,3,5,1,8,5,0
867,19485.0,2,0,2889,80,6,0,4,0,0,0,1,1,0,2,7,1
868,53172.0,0,1,3030,54,121,62,90,68,20,125,3,2,3,8,3,0
869,30545.0,1,0,3231,71,4,12,15,19,7,12,2,2,0,3,7,1
870,70123.0,0,0,2885,27,1308,0,396,23,0,0,1,5,7,4,3,2
871,62450.0,0,1,2785,61,515,47,267,62,66,38,2,5,5,4,3,2
872,21675.0,1,0,2629,55,4,0,16,17,4,4,3,4,0,3,7,1
873,42395.0,1,1,2697,35,48,13,57,24,15,25,4,3,1,4,7,1
874,61346.0,1,0,2877,34,562,58,168,43,16,142,1,5,7,10,3,2
875,80812.0,0,0,2896,95,769,22,500,210,143,33,1,4,8,5,2,2
876,42835.0,1,1,2975,64,379,4,93,12,9,98,7,6,6,4,6,0
877,39922.0,1,0,3111,30,29,12,59,19,1,36,2,3,0,4,8,1
878,86424.0,0,0,2696,12,387,68,569,89,45,68,1,6,9,12,1,2
879,17117.0,1,0,3139,96,12,23,38,30,18,7,4,3,1,3,9,1
880,24762.0,1,0,2750,16,6,10,12,3,15,40,3,3,1,2,8,1
881,35797.0,0,1,3232,16,27,1,14,4,1,21,2,2,0,3,8,1
882,36627.0,2,0,2952,78,9,1,5,0,0,1,1,0,0,3,5,1
883,51111.0,1,1,2621,83,22,0,19,6,5,3,2,2,0,3,6,1
884,86857.0,0,0,3266,96,899,102,838,133,102,40,1,5,6,10,2,2
885,82072.0,0,0,2973,67,889,55,685,168,92,129,1,3,2,13,1,2
886,46231.0,2,1,3191,87,189,2,55,0,5,12,4,6,1,4,9,1
887,42243.0,1,1,2811,34,48,0,2,0,0,5,2,2,0,3,7,1
888,51195.0,1,1,3065,46,230,14,156,82,24,58,8,9,2,5,8,0
889,68092.0,0,0,2806,7,852,60,207,78,36,48,2,2,6,10,5,2
890,31814.0,1,0,3116,73,35,3,20,4,1,20,2,2,0,3,9,1
891,51390.0,1,1,3270,54,205,20,47,23,2,56,6,5,2,5,5,0
892,76630.0,0,0,2777,93,255,31,446,40,56,175,1,3,10,11,1,2
893,26868.0,1,0,2671,52,0,0,1,8,3,2,1,1,0,2,7,1
894,48948.0,0,0,3124,53,437,8,206,160,49,42,2,7,10,5,6,2
895,55260.0,0,1,3175,81,825,8,53,11,0,242,2,8,10,5,6,0
896,64090.0,0,1,2937,8,316,58,161,76,51,135,1,6,9,4,5,2
897,78331.0,0,1,2768,97,756,138,354,160,169,61,2,10,6,7,4,2
898,37087.0,1,0,2933,50,194,55,134,15,0,3,3,4,2,8,6,1
899,21846.0,1,0,2861,38,7,17,18,6,10,26,4,4,0,3,8,1
900,81320.0,0,0,3119,61,183,33,493,59,103,57,1,4,3,10,2,2
901,54137.0,0,1,2928,46,171,0,11,0,1,20,2,4,1,4,6,1
902,66825.0,0,0,2961,73,243,101,405,29,40,40,1,4,5,6,2,2
903,57100.0,0,0,2818,19,181,21,69,39,3,96,1,3,3,6,3,1
904,58917.0,1,2,3073,10,151,7,89,0,7,28,5,4,1,6,5,0
905,85072.0,0,0,2692,94,494,92,391,194,11,241,1,3,4,10,0,2
906,86429.0,0,0,2831,10,464,28,873,29,18,37,0,7,4,7,2,2
907,45684.0,1,0,2820,37,5,1,5,10,0,7,1,1,0,2,7,1
908,47889.0,1,0,2787,94,29,0,29,0,5,4,1,2,0,3,5,1
909,45921.0,0,0,2722,23,102,9,49,24,3,12,1,2,1,6,4,1
910,78420.0,0,0,2976,75,604,28,674,91,28,28,1,3,10,8,1,2
911,75114.0,0,0,2845,40,571,12,523,63,60,24,1,3,10,5,2,2
912,52278.0,0,1,3131,24,953,0,71,0,0,174,6,10,5,10,8,0
913,35641.0,1,0,2961,11,63,3,67,8,9,28,2,3,1,4,7,1
914,95529.0,0,0,3184,29,770,29,890,250,27,24,1,7,3,7,3,2
915,62820.0,0,0,3025,51,398,61,265,138,61,53,1,3,4,6,1,2
916,73113.0,0,0,2796,86,741,19,154,50,9,28,1,3,4,7,2,2
917,84169.0,0,0,2937,9,1478,19,403,0,19,0,1,7,6,6,3,2
918,42607.0,0,1,2835,30,156,29,56,30,32,47,2,3,2,7,3,0
919,74637.0,0,0,3018,73,960,64,464,146,0,16,1,6,9,9,3,2
920,46015.0,1,1,2688,25,38,0,2,0,0,6,1,1,0,3,7,1
921,72354.0,0,0,3049,67,315,26,473,220,12,182,1,2,10,6,1,2
922,39858.0,1,0,3132,67,15,20,25,2,7,26,1,2,0,4,6,1
923,34469.0,1,1,2667,58,19,6,20,0,5,12,3,1,1,4,4,1
924,83033.0,1,0,2653,82,812,99,431,237,149,33,1,11,4,10,5,2
925,24401.0,0,0,3278,98,73,28,217,10,24,115,3,6,1,6,8,0
926,77583.0,0,0,2750,93,372,23,384,250,12,108,1,4,5,9,2,2
927,74116.0,0,0,2792,53,871,111,704,145,55,166,1,4,4,10,2,2
928,74293.0,0,0,2667,66,375,152,335,93,91,81,1,5,4,6,2,2
929,68397.0,0,1,2835,6,760,80,466,17,13,80,1,6,9,5,3,2
930,79632.0,0,0,2693,42,471,0,510,99,21,12,1,6,4,9,2,2
931,46107.0,1,0,2750,78,31,9,27,16,9,33,1,1,1,4,3,1
932,64950.0,0,1,3297,29,819,0,72,12,0,63,2,11,2,10,7,0
933,25443.0,1,0,3165,82,1,4,3,8,9,7,1,1,0,3,8,1
934,75127.0,0,0,2649,92,203,35,305,46,17,227,1,2,11,5,1,2
935,32892.0,1,0,2646,78,26,0,15,2,1,2,2,3,0,3,8,1
936,71796.0,0,0,2859,54,354,21,311,167,75,32,1,9,3,4,4,2
937,67536.0,0,1,3014,45,1253,0,447,23,71,35,3,11,5,11,8,0
938,55239.0,0,1,2961,59,371,17,238,23,24,106,3,7,5,11,5,0
939,60554.0,1,0,2935,8,588,7,76,110,15,15,2,8,4,9,6,0
940,64831.0,1,1,2995,51,480,86,249,75,86,144,8,6,3,5,6,0
941,56067.0,0,1,2955,51,517,12,54,16,6,120,2,7,4,7,5,0
942,82025.0,0,0,3008,76,267,98,606,48,70,98,1,3,2,6,1,2
943,94384.0,0,0,3093,62,1111,24,790,160,45,172,0,5,8,5,2,2
944,14906.0,0,0,3165,86,7,7,14,7,16,15,3,2,1,3,7,1
945,51563.0,0,0,3247,60,1166,0,48,0,0,36,1,4,4,10,8,0
946,57937.0,0,1,2744,56,261,42,144,55,48,133,3,4,4,9,3,0
947,68274.0,1,1,2883,83,135,25,51,23,25,46,2,4,2,5,3,1
948,39771.0,1,0,2816,92,6,2,18,2,8,14,1,2,0,3,4,1
949,67893.0,0,1,3247,31,711,28,142,49,18,47,2,3,2,9,8,0
950,27922.0,1,0,2661,80,11,0,13,2,4,11,1,2,0,3,4,1
951,52190.0,1,1,2663,39,42,0,17,0,0,18,3,2,1,3,5,1
952,44051.0,1,1,3127,20,79,7,58,6,3,18,4,3,1,4,6,1
953,42767.0,2,0,3025,53,20,6,43,19,5,38,1,3,1,2,8,1
954,46106.0,1,1,2660,84,30,0,8,2,0,14,1,1,1,2,6,1
955,16927.0,1,1,3115,50,20,2,23,3,1,4,5,3,0,4,8,1
956,59754.0,0,1,3186,96,115,27,44,4,146,139,3,5,2,6,5,0
957,53700.0,0,1,3292,94,263,5,233,69,41,83,4,5,5,8,5,0
958,59041.0,1,1,2664,25,69,2,15,2,2,6,2,2,0,4,5,1
959,54237.0,0,1,3039,48,267,3,30,4,0,57,4,5,2,5,6,0
960,70647.0,0,1,3257,65,561,85,171,25,123,114,2,4,7,13,2,2
961,52597.0,0,1,2664,69,492,0,37,7,0,42,3,6,3,8,5,0
962,41021.0,1,0,3157,12,14,7,9,6,16,12,2,2,0,3,6,1
963,40233.0,0,1,2869,84,80,4,46,0,17,2,5,2,1,5,6,1
964,50183.0,1,1,2615,47,97,12,84,13,10,15,7,3,1,6,5,1
965,54753.0,0,1,2901,87,197,107,227,7,59,131,3,5,2,11,4,0
966,92955.0,0,0,2925,35,693,21,925,31,24,84,1,6,7,9,2,2
967,33471.0,1,0,3236,47,43,2,27,0,9,12,3,3,0,4,7,1
968,34596.0,1,0,3053,48,14,0,2,0,0,7,1,1,0,2,8,1
969,44010.0,1,0,3235,46,186,36,234,86,72,48,6,10,2,6,9,0
970,84219.0,0,0,2758,27,434,137,400,45,137,45,1,3,4,10,1,2
971,40706.0,2,1,3139,37,59,0,11,4,2,5,4,3,0,4,7,1
972,15716.0,1,0,3205,8,16,5,30,8,7,26,3,3,0,4,8,1
973,59052.0,0,1,2835,29,230,35,75,63,57,31,3,7,1,7,5,0
974,80573.0,0,0,3234,85,829,138,430,60,92,15,1,4,6,13,2,2
975,83715.0,0,0,2757,2,318,8,407,150,35,8,1,2,8,13,0,2
976,82576.0,0,0,3308,66,1206,55,445,168,18,18,1,2,4,12,1,2
977,56962.0,2,1,2872,60,292,3,77,10,3,26,7,6,3,5,7,0
978,35704.0,1,1,2788,54,30,9,12,2,11,30,3,2,0,4,4,1
979,53103.0,0,1,2901,70,729,17,133,11,0,195,5,10,6,7,7,0
980,46779.0,1,1,2963,55,12,1,3,0,0,7,1,0,1,2,4,1
981,4861.0,0,0,2618,20,2,1,1,1,0,1,0,0,0,0,14,1
982,33462.0,1,0,2937,78,22,3,18,0,0,11,1,2,0,3,7,1
983,63693.0,0,1,2869,63,587,43,337,42,87,54,3,11,6,9,6,0
984,80763.0,0,0,2929,17,674,168,108,192,42,231,1,5,11,6,3,2
985,65352.0,0,1,2923,43,284,3,84,4,7,23,2,4,2,8,4,0
986,82170.0,0,0,2827,13,1023,93,651,49,55,37,1,5,6,7,2,2
987,75759.0,0,0,2858,46,1394,22,708,89,91,182,1,9,7,9,5,2
988,79689.0,0,0,3024,65,311,26,640,180,37,121,1,4,9,13,2,2
989,35340.0,1,1,2611,1,27,0,12,0,1,5,2,2,0,3,5,1
990,85683.0,0,0,2711,6,1296,17,311,45,69,51,1,2,4,10,1,2
991,24884.0,1,0,3188,32,3,6,7,0,0,3,1,0,0,3,7,1
992,42021.0,1,0,3278,34,393,5,136,7,5,27,5,10,1,6,9,0
993,64449.0,1,0,2742,70,218,63,282,137,35,70,4,5,3,12,4,2
994,64587.0,1,1,2618,49,66,0,16,0,6,20,2,1,1,4,3,1
995,34824.0,0,0,2706,65,4,2,11,2,0,4,1,1,0,2,6,1
996,75437.0,0,0,2843,25,795,0,545,95,58,0,1,8,4,10,6,2
997,26091.0,1,1,2735,84,15,10,19,8,17,20,3,2,1,3,5,1
998,52845.0,1,0,2931,7,384,25,292,130,41,64,3,8,8,6,6,2
999,46086.0,0,1,2849,34,244,8,32,7,2,50,4,3,1,8,4,0
1000,78028.0,0,1,3268,38,158,19,288,25,0,38,1,6,4,9,7,0
1001,95169.0,0,0,2874,1,1285,21,449,106,20,20,1,4,3,4,1,2
1002,56337.0,1,1,3070,25,349,16,144,28,5,182,5,8,5,4,8,0
1003,22434.0,1,0,3112,25,4,12,11,3,13,15,2,2,0,3,8,1
1004,36930.0,0,1,3019,50,223,2,31,0,2,39,5,5,2,4,8,0
1005,36130.0,0,1,3123,46,157,43,127,68,56,37,6,3,8,4,4,0
1006,65569.0,0,1,3212,96,397,46,288,20,38,70,2,6,5,10,3,0
1007,83844.0,0,0,3024,57,901,31,345,75,31,191,1,4,4,11,1,2
1008,19514.0,1,1,2765,47,14,3,21,2,1,28,4,3,1,2,8,1
1009,36736.0,1,1,3026,52,10,0,3,0,0,4,1,1,0,2,6,1
1010,77568.0,0,1,3284,30,1230,0,396,232,178,158,1,10,2,8,5,2
1011,49187.0,0,1,2780,63,81,1,31,2,1,0,1,1,1,5,2,1
1012,30168.0,1,0,3090,51,154,20,66,0,12,27,7,6,1,4,9,1
1013,34053.0,0,1,3268,14,63,0,21,7,0,12,1,3,0,3,8,1
1014,38196.0,1,1,2683,20,30,0,11,0,0,3,3,2,0,4,5,1
1015,59412.0,0,0,2682,56,90,67,165,30,43,11,1,4,2,8,3,2
1016,70924.0,0,0,2694,41,635,114,254,132,152,76,1,6,6,7,3,2
1017,54165.0,0,0,3008,72,127,4,73,15,6,11,1,2,1,7,2,1
1018,32300.0,1,0,3153,1,13,3,6,6,5,6,1,1,0,3,8,1
1019,20180.0,0,0,3105,27,18,42,24,15,20,18,1,2,1,4,7,1
1020,34961.0,1,0,2621,77,45,2,26,4,1,1,3,3,1,3,7,1
1021,28440.0,1,0,2968,87,38,1,24,0,0,0,1,2,0,3,8,1
1022,64504.0,1,2,3093,81,986,36,168,16,0,108,7,11,3,4,7,0
1023,33564.0,0,1,2616,51,61,0,3,0,0,7,1,1,1,3,5,1
1024,17345.0,1,0,3214,79,4,9,16,17,0,12,2,2,1,2,8,1
1025,56320.0,0,1,3058,11,201,53,172,116,77,83,3,5,4,9,4,0
1026,28647.0,1,0,2923,54,19,8,29,0,12,26,1,2,2,2,7,1
1027,15038.0,1,0,3127,93,4,8,11,19,12,26,2,2,1,2,9,1
1028,32173.0,0,1,2943,0,18,0,2,0,0,2,1,1,0,3,4,1
1029,68316.0,0,1,3213,54,806,80,161,120,11,33,5,10,7,10,6,0
1030,74538.0,0,0,2976,21,380,98,733,110,112,28,1,8,8,5,3,2
1031,91700.0,0,0,3139,58,576,172,961,125,115,19,1,8,6,5,3,2
1032,68695.0,0,0,2615,3,458,81,356,106,50,40,1,4,4,7,2,2
1033,31056.0,1,0,3134,99,5,10,13,3,8,16,1,1,0,3,8,1
1034,79593.0,0,0,2659,70,350,60,568,110,133,145,1,5,6,7,2,2
1035,28071.0,0,0,3280,65,39,33,130,41,26,44,2,5,1,5,8,1
1036,37334.0,1,1,2734,44,26,1,16,2,2,15,4,3,0,4,4,1
1037,46423.0,1,1,2895,6,68,0,16,0,0,8,3,2,0,4,7,1
1038,37126.0,1,0,2702,9,45,3,9,4,4,7,1,1,2,2,6,1
1039,47703.0,0,1,3007,95,359,0,134,13,26,123,4,6,3,8,5,0
1040,61180.0,0,1,2678,70,403,24,29,6,24,218,2,5,5,6,3,0
1041,38998.0,1,1,3214,92,34,1,14,0,0,5,3,2,0,3,8,1
1042,8028.0,0,0,3260,62,73,18,66,7,12,2,15,0,1,0,19,1
1043,76081.0,0,0,2648,85,292,30,415,63,33,200,1,4,5,4,2,2
1044,34728.0,1,0,2945,2,14,0,16,0,0,6,1,1,1,2,6,1
1045,33168.0,0,1,3235,0,80,1,37,0,1,3,3,2,1,4,7,1
1046,33585.0,0,1,2888,91,30,11,33,13,6,29,1,2,0,4,4,1
1047,77037.0,0,1,2870,3,463,96,333,168,53,10,1,7,7,12,3,2
